id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
572938;1272191.0;2024-01-06;sábado;07:30:00;BA;235.0;60;JEREMOABO;Sim;Ausência de reação do condutor;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1020344.0;Caminhão-trator;VW/25.370 CLM T 6X2;2010.0;Condutor;Lesões Leves;41.0;Masculino;0.0;1.0;0.0;0.0;-10.08929173;-38.18273974;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
572938;;2024-01-06;sábado;07:30:00;BA;235.0;60;JEREMOABO;Sim;Ausência de reação do condutor;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1020345.0;Semireboque;R/RANDON SR BA;2011.0;;;;;;;;;-10.08929173;-38.18273974;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
572938;1272191.0;2024-01-06;sábado;07:30:00;BA;235.0;60;JEREMOABO;Sim;Ausência de reação do condutor;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1020344.0;Caminhão-trator;VW/25.370 CLM T 6X2;2010.0;Condutor;Lesões Leves;41.0;Masculino;0.0;1.0;0.0;0.0;-10.08929173;-38.18273974;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
572938;;2024-01-06;sábado;07:30:00;BA;235.0;60;JEREMOABO;Sim;Ausência de reação do condutor;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1020345.0;Semireboque;R/RANDON SR BA;2011.0;;;;;;;;;-10.08929173;-38.18273974;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
573458;1273555.0;2024-01-08;segunda-feira;19:20:00;BA;235.0;339;JUAZEIRO;Sim;Estacionar ou parar em local proibido;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1021266.0;Motocicleta;HONDA/CG 160 START;2020.0;Condutor;Lesões Graves;25.0;Masculino;0.0;0.0;1.0;0.0;-9.45861675;-40.42242106;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
573458;1273554.0;2024-01-08;segunda-feira;19:20:00;BA;235.0;339;JUAZEIRO;Sim;Estacionar ou parar em local proibido;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1021265.0;Motocicleta;HONDA/CG 125 FAN ES;2014.0;Condutor;Lesões Graves;30.0;Masculino;0.0;0.0;1.0;0.0;-9.45861675;-40.42242106;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
573458;1275500.0;2024-01-08;segunda-feira;19:20:00;BA;235.0;339;JUAZEIRO;Sim;Estacionar ou parar em local proibido;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1022622.0;Carroça-charrete;Não Informado/Não Informado;0.0;Condutor;Não Informado;;Não Informado;0.0;0.0;0.0;0.0;-9.45861675;-40.42242106;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
573882;1274848.0;2024-01-11;quinta-feira;01:30:00;BA;235.0;33,3;PEDRO ALEXANDRE;Não;Condutor Dormindo;2;Capotamento;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;1022175.0;Caminhão;M.BENZ/L 1318;1989.0;Condutor;Não Informado;;Não Informado;0.0;0.0;0.0;0.0;-10.14946994;-37.96276994;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
573882;1274847.0;2024-01-11;quinta-feira;01:30:00;BA;235.0;33,3;PEDRO ALEXANDRE;Não;Condutor Dormindo;2;Capotamento;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;1022175.0;Caminhão;M.BENZ/L 1318;1989.0;Passageiro;Óbito;21.0;Masculino;0.0;0.0;0.0;1.0;-10.14946994;-37.96276994;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
573882;1274848.0;2024-01-11;quinta-feira;01:30:00;BA;235.0;33,3;PEDRO ALEXANDRE;Sim;Ausência de reação do condutor;2;Capotamento;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;1022175.0;Caminhão;M.BENZ/L 1318;1989.0;Condutor;Não Informado;;Não Informado;0.0;0.0;0.0;0.0;-10.14946994;-37.96276994;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
573882;1274847.0;2024-01-11;quinta-feira;01:30:00;BA;235.0;33,3;PEDRO ALEXANDRE;Sim;Ausência de reação do condutor;2;Capotamento;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;1022175.0;Caminhão;M.BENZ/L 1318;1989.0;Passageiro;Óbito;21.0;Masculino;0.0;0.0;0.0;1.0;-10.14946994;-37.96276994;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
573882;1274848.0;2024-01-11;quinta-feira;01:30:00;BA;235.0;33,3;PEDRO ALEXANDRE;Não;Condutor Dormindo;1;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;1022175.0;Caminhão;M.BENZ/L 1318;1989.0;Condutor;Não Informado;;Não Informado;0.0;0.0;0.0;0.0;-10.14946994;-37.96276994;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
573882;1274847.0;2024-01-11;quinta-feira;01:30:00;BA;235.0;33,3;PEDRO ALEXANDRE;Não;Condutor Dormindo;1;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;1022175.0;Caminhão;M.BENZ/L 1318;1989.0;Passageiro;Óbito;21.0;Masculino;0.0;0.0;0.0;1.0;-10.14946994;-37.96276994;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
573882;1274848.0;2024-01-11;quinta-feira;01:30:00;BA;235.0;33,3;PEDRO ALEXANDRE;Sim;Ausência de reação do condutor;1;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;1022175.0;Caminhão;M.BENZ/L 1318;1989.0;Condutor;Não Informado;;Não Informado;0.0;0.0;0.0;0.0;-10.14946994;-37.96276994;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
573882;1274847.0;2024-01-11;quinta-feira;01:30:00;BA;235.0;33,3;PEDRO ALEXANDRE;Sim;Ausência de reação do condutor;1;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;1022175.0;Caminhão;M.BENZ/L 1318;1989.0;Passageiro;Óbito;21.0;Masculino;0.0;0.0;0.0;1.0;-10.14946994;-37.96276994;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
574475;1278498.0;2024-01-13;sábado;15:50:00;BA;235.0;347;JUAZEIRO;Sim;Transitar na contramão;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1023301.0;Automóvel;VW/GOLF FLASH;2006.0;Condutor;Lesões Graves;26.0;Masculino;0.0;0.0;1.0;0.0;-9.4406722;-40.4938084;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
574475;1276465.0;2024-01-13;sábado;15:50:00;BA;235.0;347;JUAZEIRO;Sim;Transitar na contramão;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1023300.0;Caminhonete;FIAT/STRADA WORKING CD;2014.0;Condutor;Lesões Graves;19.0;Masculino;0.0;0.0;1.0;0.0;-9.4406722;-40.4938084;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
574475;1276466.0;2024-01-13;sábado;15:50:00;BA;235.0;347;JUAZEIRO;Sim;Transitar na contramão;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1023300.0;Caminhonete;FIAT/STRADA WORKING CD;2014.0;Passageiro;Lesões Leves;15.0;Masculino;0.0;1.0;0.0;0.0;-9.4406722;-40.4938084;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
574475;1276467.0;2024-01-13;sábado;15:50:00;BA;235.0;347;JUAZEIRO;Sim;Transitar na contramão;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1023300.0;Caminhonete;FIAT/STRADA WORKING CD;2014.0;Passageiro;Lesões Graves;20.0;Feminino;0.0;0.0;1.0;0.0;-9.4406722;-40.4938084;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
