id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
575765;1279636.0;2024-01-19;sexta-feira;17:50:00;BA;367.0;23,2;PORTO SEGURO;Sim;Ausência de reação do condutor;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;1025688.0;Automóvel;FIAT/UNO MILLE WAY ECON;2012.0;Condutor;Ileso;33.0;Masculino;1.0;0.0;0.0;0.0;-16.43517732;-39.07201198;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
575765;1279639.0;2024-01-19;sexta-feira;17:50:00;BA;367.0;23,2;PORTO SEGURO;Sim;Ausência de reação do condutor;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;1025689.0;Motocicleta;HONDA/CG 160 TITAN;2017.0;Condutor;Lesões Leves;41.0;Masculino;0.0;1.0;0.0;0.0;-16.43517732;-39.07201198;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
575765;1279641.0;2024-01-19;sexta-feira;17:50:00;BA;367.0;23,2;PORTO SEGURO;Sim;Ausência de reação do condutor;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;1025689.0;Motocicleta;HONDA/CG 160 TITAN;2017.0;Passageiro;Lesões Leves;35.0;Feminino;0.0;1.0;0.0;0.0;-16.43517732;-39.07201198;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
575765;1279636.0;2024-01-19;sexta-feira;17:50:00;BA;367.0;23,2;PORTO SEGURO;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;1025688.0;Automóvel;FIAT/UNO MILLE WAY ECON;2012.0;Condutor;Ileso;33.0;Masculino;1.0;0.0;0.0;0.0;-16.43517732;-39.07201198;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
575765;1279639.0;2024-01-19;sexta-feira;17:50:00;BA;367.0;23,2;PORTO SEGURO;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;1025689.0;Motocicleta;HONDA/CG 160 TITAN;2017.0;Condutor;Lesões Leves;41.0;Masculino;0.0;1.0;0.0;0.0;-16.43517732;-39.07201198;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
575765;1279641.0;2024-01-19;sexta-feira;17:50:00;BA;367.0;23,2;PORTO SEGURO;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;1025689.0;Motocicleta;HONDA/CG 160 TITAN;2017.0;Passageiro;Lesões Leves;35.0;Feminino;0.0;1.0;0.0;0.0;-16.43517732;-39.07201198;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
576423;1281338.0;2024-01-22;segunda-feira;09:15:00;BA;367.0;50,6;PORTO SEGURO;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de Vias;Não;1026845.0;Automóvel;TOYOTA/COROLLA XEI18FLEX;2009.0;Passageiro;Lesões Graves;43.0;Feminino;0.0;0.0;1.0;0.0;-16.37330881;-39.29852716;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
576423;1281170.0;2024-01-22;segunda-feira;09:15:00;BA;367.0;50,6;PORTO SEGURO;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de Vias;Não;1026845.0;Automóvel;TOYOTA/COROLLA XEI18FLEX;2009.0;Condutor;Lesões Graves;59.0;Masculino;0.0;0.0;1.0;0.0;-16.37330881;-39.29852716;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
576423;1281202.0;2024-01-22;segunda-feira;09:15:00;BA;367.0;50,6;PORTO SEGURO;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de Vias;Não;1026845.0;Automóvel;TOYOTA/COROLLA XEI18FLEX;2009.0;Passageiro;Lesões Graves;11.0;Feminino;0.0;0.0;1.0;0.0;-16.37330881;-39.29852716;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
576423;1281172.0;2024-01-22;segunda-feira;09:15:00;BA;367.0;50,6;PORTO SEGURO;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de Vias;Não;1026847.0;Caminhão;FORD/CARGO 2429;2014.0;Condutor;Ileso;40.0;Masculino;1.0;0.0;0.0;0.0;-16.37330881;-39.29852716;SPRF-BA;DEL09-BA;UOP03-DEL09-BA
